catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
132,P,Perses,Visualization,Observability visualization/dashboard,Multi-signal,Visualize telemetry and operational state,Web / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
133,P,Pingdom,Synthetic/uptime,Uptime and synthetic monitoring,Web / APIs,External checks and synthetic tests,SaaS / probe,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
134,P,Pixie,eBPF/runtime observability,eBPF visibility/security,Linux / Kubernetes,Low-overhead runtime/network visibility,Kernel / agent / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
135,P,pprof,Profiling,Continuous/application profiling,Applications / infrastructure,CPU/memory/profile observability,Agent / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
136,P,Prometheus,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,CNCF 2025 graduated-project production use,77.0,CNCF annual survey,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
137,P,Prometheus client libraries,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
138,P,Prometheus exporters,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,Prometheus/OTel 2026 infrastructure instrumentation,72.0,81 screened active OTel+Prometheus users,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
139,P,PRTG Network Monitor,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
140,P,Pyroscope,Profiling,Continuous/application profiling,Applications / infrastructure,CPU/memory/profile observability,Agent / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
141,R,Raygun,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
142,R,Rollbar,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
143,R,Rootly,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
144,R,rsyslog,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
145,S,Scout APM,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
146,S,Sematext Logs,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
147,S,Sensu,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
148,S,Sentry,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
149,S,Shoreline,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
150,S,SigNoz UI,Visualization,Observability visualization/dashboard,Multi-signal,Visualize telemetry and operational state,Web / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
151,S,Site24x7,Synthetic/uptime,Uptime and synthetic monitoring,Web / APIs,External checks and synthetic tests,SaaS / probe,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
152,S,SolarWinds Observability,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
153,S,Splunk,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
154,S,Splunk Dashboards,Visualization,Observability visualization/dashboard,Multi-signal,Visualize telemetry and operational state,Web / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
155,S,Splunk Observability Cloud,APM/observability platform,Commercial/full-stack observability,Applications / infrastructure,"APM, logs, metrics, traces and errors",SaaS / self-hosted,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
156,S,Squadcast,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
157,S,StatsD,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
158,S,StatusCake,Synthetic/uptime,Uptime and synthetic monitoring,Web / APIs,External checks and synthetic tests,SaaS / probe,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
159,S,Sumo Logic,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
160,S,Sysdig Inspect,eBPF/runtime observability,eBPF visibility/security,Linux / Kubernetes,Low-overhead runtime/network visibility,Kernel / agent / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
161,S,syslog-ng,Logging,Log aggregation/search,Infrastructure / applications,"Collect, store and search logs",Agent / server / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
162,T,Telegraf,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
163,T,Tetragon,eBPF/runtime observability,eBPF visibility/security,Linux / Kubernetes,Low-overhead runtime/network visibility,Kernel / agent / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
164,T,Thanos,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
165,U,UptimeRobot,Synthetic/uptime,Uptime and synthetic monitoring,Web / APIs,External checks and synthetic tests,SaaS / probe,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
166,U,Uptrends,Synthetic/uptime,Uptime and synthetic monitoring,Web / APIs,External checks and synthetic tests,SaaS / probe,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
167,V,Vector,Telemetry collection,Instrumentation/collector/agent,Multi-signal,"Generate, collect and route telemetry",Agent / SDK / collector,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://prometheus.io/blog/2026/09/21/otel-prometheus-interoperability-survey/
168,V,VictoriaMetrics,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
169,V,VictorOps / Splunk On-Call,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
170,X,xMatters,Incident response,Alerting/on-call/incident platform,SRE,Route alerts and coordinate incidents,SaaS / server,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
171,Z,Zabbix,Metrics/monitoring,Metrics collection/storage/monitoring,Infrastructure / cloud native,"Measure health, performance and capacity",Agent / server / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
172,Z,Zipkin,Tracing,Distributed tracing/APM,Distributed systems,Trace requests across services,Agent / collector / SaaS,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
