catalog_id,initial,name,category,layer,kind,primary_language,ecosystem,stackoverflow_rank_2025,stackoverflow_used_pct_2025,stateofjs_used_pct_2025,stateofjs_satisfaction_pct_2025,w3techs_all_websites_pct_2026_09_23,w3techs_js_library_market_share_pct_2026_09_23,country_breakdown_status,gender_breakdown_status,notes,catalog_source
327,M,MkDocs,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
328,M,Modern.js,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
329,M,Mojolicious,Perl web,Server,Framework / web toolkit,Perl,Perl,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
330,M,Moleculer,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
331,M,MonoRail,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
332,M,Moon,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
333,M,Moonstalk,Lua web,Server / SSG,Framework / web toolkit,Lua,Lua,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
334,M,Morepath,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
335,M,MudBlazor,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
336,M,Mummy,Nim web,Server / client,Framework / web toolkit,Nim,Nim,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
337,M,Mux.jl,Julia web,Server / full-stack / SSG,Framework / web toolkit,Julia,Julia,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
338,M,MVP.css,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
339,N,N2O,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
340,N,Naive UI,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
341,N,Nancy (Ruby),Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
342,N,NancyFX,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
343,N,Nanoc,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
344,N,Negroni,Back-end / API,Server,Framework / router / toolkit,Go,Go,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/avelino/awesome-go
345,N,NES.css,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
346,N,NestJS,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,19,6.7,,73,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
347,N,Nette,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
348,N,Next.js,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,4,20.8,58.6,55,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
349,N,Nextra,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
350,N,NiceGUI,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
351,N,Nickel,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
352,N,Nikola,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
353,N,Ningle,Common Lisp web,Server,Framework / web toolkit,Common Lisp,Common Lisp,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
354,N,Ninja Framework,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
355,N,Nitro,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
356,N,Nitro (Elixir),BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
357,N,Nitrogen,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
358,N,Node.js,Runtime / web platform,Server runtime,Runtime,JavaScript / TypeScript,JavaScript,1,48.7,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not a web framework; included because major surveys group it with web technologies.,https://survey.stackoverflow.co/2025/technology/
359,N,Noir,Clojure web,Server / full-stack / client,Framework / web toolkit,Clojure / ClojureScript,Clojure,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
360,N,Ntex,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
361,N,Nue,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
362,N,Nuxt,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,22,4.0,,80,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
363,N,NYNY,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
364,O,Oak,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
365,O,Oat++,C/C++ web,Server / full-stack,Framework / HTTP toolkit,C / C++,C/C++,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
366,O,Obelisk,Haskell web,Server / full-stack / SSG,Framework / web toolkit,Haskell,Haskell,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/krispo/awesome-haskell
367,O,Ocsigen Server,OCaml web,Server / full-stack / client,Framework / web toolkit,OCaml,OCaml,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
368,O,October CMS,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
369,O,Octopress,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
370,O,OfficeFloor,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
371,O,One,Meta / full-stack,Full-stack / SSR / SSG,Meta-framework / full-stack framework,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://2025.stateofjs.com/en-US/libraries/meta-frameworks/
372,O,Onion,C/C++ web,Server / full-stack,Framework / HTTP toolkit,C / C++,C/C++,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
373,O,Open Props,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
374,O,OpenResty,Lua web,Server / SSG,Framework / web toolkit,Lua,Lua,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
375,O,Opium,OCaml web,Server / full-stack / client,Framework / web toolkit,OCaml,OCaml,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
376,O,Orbit,Lua web,Server / SSG,Framework / web toolkit,Lua,Lua,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
377,O,Orchard CMS,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
378,O,Orchard Core,.NET web,Server / full-stack / client,Framework / web platform,C# / F#,.NET,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
379,O,Orchid,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
380,O,Orchid SSG,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
381,O,oRPC,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
382,O,Oxygen.jl,Julia web,Server / full-stack / SSG,Framework / web toolkit,Julia,Julia,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
383,P,Padrino,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
384,P,Pakyow,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
385,P,Panel,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
386,P,PatternFly,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
387,P,Pavex,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
388,P,Payload CMS,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
389,P,Payload CMS Platform,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
390,P,Pecan,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
391,P,Pedestal,Clojure web,Server / full-stack / client,Framework / web toolkit,Clojure / ClojureScript,Clojure,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
392,P,Pelican,Static site / documentation,Build-time / SSG,Static site generator / content framework,Multi-language,Static web,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/myles/awesome-static-generators
393,P,Perfect,Swift web,Server / SSG,Framework / web toolkit,Swift,Swift,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/matteocrippa/awesome-swift
394,P,Perseus,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
395,P,Phalcon,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
396,P,Phoenix,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,25,2.4,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
397,P,Phoenix LiveView,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
398,P,PHPixie,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
399,P,Picnic CSS,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
400,P,Pico.css,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
401,P,Pistache,C/C++ web,Server / full-stack,Framework / HTTP toolkit,C / C++,C/C++,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
402,P,Placid,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
403,P,Play Framework,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
404,P,Play Framework (Scala),Scala web,Server / client,Framework / HTTP toolkit,Scala,Scala/JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/lauris/awesome-scala
405,P,Plezi,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Ruby,Ruby,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/markets/awesome-ruby
406,P,Plone,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
407,P,Plug,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
408,P,Plug REST,BEAM web,Server / full-stack,Framework / web toolkit,Elixir / Erlang,BEAM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/h4cc/awesome-elixir
409,P,Plumber,R web,Server / data app,Framework / web app toolkit,R,R,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
410,P,Poem,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
411,P,Poem OpenAPI,Rust web,Server / full-stack / client / SSG,Framework / web toolkit,Rust,Rust,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
412,P,Polka,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
413,P,Polymer,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
414,P,PRADO,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,PHP,PHP,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/ziadoz/awesome-php
415,P,Preact,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,81,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
416,P,PrimeFaces,Back-end / full-stack,Server / full-stack,Framework / web platform,Java / Kotlin / Groovy,JVM,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/akullpp/awesome-java
417,P,PrimeNG,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
418,P,Primer CSS,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
419,P,PrimeVue,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
420,P,Primus,Back-end / API,Server,Framework / server technology,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/sindresorhus/awesome-nodejs
421,P,ProcessWire,CMS / web platform,Full-stack content platform,CMS / web platform,Multi-language,CMS,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,Not strictly a framework; retained because major web-technology surveys and real-world stacks include these platforms.,https://survey.stackoverflow.co/2025/technology/
422,P,Prologue,Nim web,Server / client,Framework / web toolkit,Nim,Nim,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_server-side_web_frameworks
423,P,Publish,Swift web,Server / SSG,Framework / web toolkit,Swift,Swift,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/matteocrippa/awesome-swift
424,P,Pure.css,CSS / UI framework,Client UI / styling,CSS framework / component library,CSS / JavaScript / TypeScript,Web UI,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/troxler/awesome-css-frameworks
425,P,Pyramid,Back-end / full-stack,Server / full-stack,Framework / web app toolkit,Python,Python,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://github.com/vinta/awesome-python
426,Q,qooxdoo,Front-end application,Client,Framework / UI library,JavaScript / TypeScript,JavaScript,,,,,,,Not populated: no comparable global framework-by-country table verified for the full catalogue,Not populated: no robust per-framework gender cross-tab verified for the full catalogue,,https://en.wikipedia.org/wiki/Comparison_of_JavaScript-based_web_frameworks
