catalog_id,initial,name,class,subtype,ecosystem_or_vendor,primary_use,deployment_or_interface,scope_note,headline_metric,headline_value_pct,headline_scope,country_breakdown_status,gender_breakdown_status,notes,source_url
153,S,Spacelift,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
154,S,systemd-nspawn,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
155,T,Talos Linux,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
156,T,Tanka,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
157,T,Tencent TKE,Orchestration,Container/workload orchestrator,Cloud native,"Schedule, scale and manage workloads",Cluster / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
158,T,Terraform,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
159,T,Terragrunt,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
160,T,Terramate,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
161,T,Terraspace,Infrastructure as Code,Declarative/programmatic IaC,Multi-cloud,Provision infrastructure,CLI / SaaS / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
162,T,Timoni,Kubernetes configuration,Package/configuration tooling,Kubernetes,Package and generate Kubernetes resources,CLI / cluster,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
163,T,Traefik Mesh,Service mesh,Service-mesh/data-plane infrastructure,Cloud native networking,Service-to-service networking and policy,Cluster / sidecar / ambient,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
164,V,Vagrant,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
165,V,Vault,Infrastructure lifecycle,Image/bootstrap/foundation tooling,Infrastructure,"Build images, bootstrap and manage infrastructure primitives",CLI / cloud,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
166,V,Vertical Pod Autoscaler,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
167,W,Weave Net,Cluster infrastructure,Kubernetes platform component,Cloud native,"Networking, storage, policy, registry and cluster lifecycle",Kubernetes / infrastructure,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://www.cncf.io/announcements/2026/01/20/kubernetes-established-as-the-de-facto-operating-system-for-ai-as-production-use-hits-82-in-2025-cncf-annual-cloud-native-survey/
168,Y,youki,Containers,Container runtime/build tooling,OCI / Linux containers,"Build, run and manage containers",CLI / daemon / desktop,Current and historical notable tools,,,,Not populated: no comparable global per-tool country usage table verified for full catalogue,Not populated: no robust per-tool gender cross-tab verified for full catalogue,,https://en.wikipedia.org/wiki/List_of_orchestration_software
